"X","site_row_id","STATE","county","ADDRESS","CITY","ycoord","xcoord","SITE_DESCRIPTION","service_or_fuel","diesel","twentyfour_hour_flag","car_wash","truckstop_flag","description","PUMP_TECH","POC","HIFCA","ZIPnew","POCAGE","POCGAP","ZIPPOC","HFG","MSA","dist.to.poc","cate.poc.density","cate.poc.age","cate.poc.age.20","cate.poc.intensity","cate.poc.intensity.tot","MSA_POC","MSA_POC.1"
12590,"1-5499-975","NY","New York","105 E 23RD ST","NEW YORK",40.739941,-73.985738,"New York-Northern New Jersey-Long Island","Fuel","N","N","N","N","URBAN","O",0,1,10010,NA,NA,0,0,5600,14.1523328590965,"(1,5]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
25190,"1-AZ95-4","CT","New Haven","200 SARGENT DR","NEW HAVEN",41.293689,-72.920127,"New Haven-Milford CT","BOTH","Y","Y","N","Y","URBAN","E",0,1,6511,NA,NA,0,0,5480,3.76422778283379,"(1,5]","(15,140]","(15,140]","(5,Inf]","(8,Inf]",0,0
59086,"1-1INZGEV","MO","Saint Louis City","5604 GRAVOIS AVE","SAINT LOUIS",38.57781,-90.27225,"St. Louis MO-IL","Fuel","N","N","N","N","URBAN","O",0,0,63116,NA,NA,0,0,7040,10.8605455616838,"(5,Inf]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
22314,"1-9XD8-1","VA","James City","5443 RICHMOND RD","WILLIAMSBURG",37.312793,-76.732464,"Virginia Beach-Norfolk-Newport News VA-N","Fuel","Y","N","N","N","URBAN","O",0,0,23188,NA,NA,0,0,5720,25.7651759418091,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
14591,"1-6H8L-673","MI","Berrien","4279 LAKE ST","BRIDGMAN",41.942931,-86.556894,"Niles-Benton Harbor MI","Fuel","N","N","N","N","URBAN","O",0,0,49106,NA,NA,0,0,870,40.1744786395481,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
15142,"1-74EG-22","CO","Arapahoe","3504 S TOWER RD","AURORA",39.652489,-104.772338,"Denver-Aurora-Broomfield CO","BOTH","Y","Y","Y","Y","URBAN","V",0,1,80013,NA,NA,0,0,2080,5.41674208591454,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
72574,"1-3I2C-3483","CA","Kern","19400 TAFT HWY","BAKERSFIELD",35.2671,-119.2139,"Bakersfield CA","Fuel","Y","Y","N","Y","URBAN","E",0,1,93311,NA,NA,0,0,680,14.8682330977807,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
11986,"1-53ZY-1423","FL","Volusia","2100 LPGA BLVD","DAYTONA BEACH",29.223243,-81.095589,"Deltona-Daytona Beach-Ormond Beach FL","Fuel","N","Y","N","N","URBAN","O",0,1,32117,NA,NA,0,1,2020,14.8454463135125,"(-1e-06,1]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
439,"1-3UVQ-2925","NC","Randolph","2410 N FAYETTEVILLE ST","ASHEBORO",35.770118,-79.807661,"Greensboro-High Point NC","BOTH","Y","Y","Y","Y","URBAN","O",0,1,27203,NA,NA,0,0,3120,28.7870230519712,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
34594,"1-K4PPCD","CA","Los Angeles","14666 SAN FERNANDO","SAN FERNANDO",34.322569,-118.50151,"Los Angeles-Long Beach-Santa Ana CA","Fuel","Y","Y","N","Y","URBAN","E",0,0,91340,NA,NA,0,1,4480,7.99617101222058,"(5,Inf]","(0,15]","(0,15]","(0,5]","(8,Inf]",1,1
70175,"","TX","Hunt","2226 FM 1903 I-30 & FM 1903 EXIT 87","CADDO MILLS",33.06486,-96.22932,"Dallas-Fort Worth-Arlington TX","BOTH","Y","N","N","N","URBAN","O",0,1,75135,NA,NA,0,0,1920,39.9027623910359,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",1,1
22513,"1-9ZNS-4","LA","Orleans","1635 TULANE AVE","NEW ORLEANS",29.956577,-90.078998,"New Orleans-Metairie-Kenner LA","Fuel","N","Y","N","N","URBAN","O",0,0,70112,NA,NA,0,0,5560,9.27260075603962,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
5765,"1-40C8-4416","MI","Kalamazoo","6150 STADIUM DR","KALAMAZOO",42.263014,-85.670442,"Kalamazoo-Portage MI","Fuel","Y","N","N","N","URBAN","O",0,1,49009,NA,NA,0,0,3720,11.5351329619438,"(-1e-06,1]","(15,140]","(15,140]","(0,5]","(0,8]",0,0
54848,"1-1APP2S4","GA","Fulton","765 MCFARLAND PKWY","ALPHARETTA",34.12967,-84.2284,"Atlanta-Sandy Springs-Marietta GA","Fuel","Y","Y","N","Y","URBAN","C",0,1,30004,NA,NA,0,0,520,2.25013898697002,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
2417,"1-3UW9-3332","TX","Bexar","9523 FREDERICKSBURG RD","SAN ANTONIO",29.527228,-98.575361,"San Antonio TX","Fuel","N","Y","N","N","URBAN","V",1,1,78240,132,64,2,0,7240,1.8287041368558,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
42115,"1-UVMAWJ","FL","Miami-Dade","24790 SW 177TH AVE","HOMESTEAD",25.53592,-80.47807,"Miami-Fort Lauderdale-Pompano Beach FL","Fuel","Y","Y","N","Y","URBAN","O",0,1,33031,NA,NA,0,1,5000,6.2477527542646,"(1,5]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
29321,"1-I06TV0","PA","Philadelphia","1700 W CHELTENHAM AVE","PHILADELPHIA",40.065956,-75.143963,"Philadelphia-Camden-Wilmington PA-NJ-DE-","BOTH","N","Y","N","N","URBAN","O",0,0,19126,NA,NA,0,0,6160,8.90901014786676,"(1,5]","(15,140]","(15,140]","(0,5]","(8,Inf]",0,0
72515,"1-3I28-913","CT","Fairfield","932 DANBURY RD","WILTON",41.25674,-73.43522,"Bridgeport-Stamford-Norwalk CT","Fuel","Y","N","N","Y","URBAN","E",0,1,6897,NA,NA,0,0,8040,20.9551343408183,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
66517,"1-3DGR2Q0","SC","Darlington","914 STH FIFTH ST","HARTSVILLE",34.38366,-80.08612,"RURAL","Fuel","N","Y","N","N","RURAL","O",0,0,29550,NA,NA,0,0,0,35.1898460686469,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
5762,"1-40C8-4401","MI","Oakland","22380 PONTIAC TRL","SOUTH LYON",42.44444,-83.650208,"Detroit-Warren-Livonia MI","BOTH","Y","Y","N","N","URBAN","O",0,1,48178,NA,NA,0,0,2160,30.9290240864284,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
64850,"1-2YCG6PO","FL","Walton","2396 US HWY 331 N","DEFUNIAK SPRINGS",30.76618,-86.15436,"RURAL","Fuel","Y","Y","N","Y","RURAL","O",0,0,32433,NA,NA,0,1,0,32.2999784027621,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
67531,"1-3KFVCDT","MO","Jackson","7100 EWOOD TRFY","KANSAS CITY",39.03116,-94.50248,"Kansas City MO-KS","Fuel","N","Y","N","N","URBAN","O",0,1,64129,NA,NA,0,0,3760,10.2044184475666,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
63755,"1-2Q1QA7J","CO","Arapahoe","19401 E 32ND PKWY","AURORA",39.75975,-104.7615,"Denver-Aurora-Broomfield CO","Fuel","N","N","N","N","URBAN","O",0,1,80011,NA,NA,1,0,2080,4.43631130266261,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
56853,"1-1DV1WMK","MO","Jackson","7501 TROOST AVE","KANSAS CITY",38.99152,-94.57564,"Kansas City MO-KS","Fuel","N","Y","N","N","URBAN","O",0,1,64131,NA,NA,0,0,3760,12.3171049349434,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
59772,"1-1LOJJOV","OK","Jackson","401 W BRDWAY ST","ALTUS",34.63792,-99.33804,"RURAL","Fuel","Y","N","N","N","RURAL","O",0,0,73521,NA,NA,1,0,0,2.44546687392888,"(-1e-06,1]","(0,15]","(0,15]","(0,5]","(8,Inf]",0,0
16254,"1-6Y1PMA","CA","Yuba","5950 J ST BLDG 362","BEALE AIR FORCE BASE",39.113,-121.364921,"Yuba City CA","Fuel","N","N","N","N","URBAN","O",0,0,95903,NA,NA,0,0,9340,33.8664733670231,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
71001,"1-3I2O-131","LA","Livingston","30008 WALKER RD N","WALKER",30.48833,-90.86167,"Baton Rouge LA","Fuel","Y","Y","N","N","URBAN","E",0,0,70785,NA,NA,0,0,760,20.4741125544692,"(1,5]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
65160,"1-2ZMCP5E","NV","Clark","4985 E DESERT INN RD","LAS VEGAS",36.12956,-115.0661,"Las Vegas-Paradise NV","BOTH","Y","Y","Y","N","URBAN","O",0,1,89121,NA,NA,1,1,4120,3.27594700640766,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
22105,"1-9UOH-1","FL","Manatee","1220 1ST ST","BRADENTON",27.488828,-82.562988,"Bradenton-Sarasota-Venice FL","Fuel","Y","Y","N","N","URBAN","E",0,0,34208,NA,NA,1,1,7510,3.6256402095505,"(1,5]","(0,15]","(0,15]","(0,5]","(8,Inf]",0,0
16194,"1-7SIP-12","SC","Laurens","12165 HWY 221 S","WATERLOO",34.344695,-82.06048,"RURAL","Fuel","Y","Y","N","N","RURAL","O",0,0,29384,NA,NA,0,0,0,39.4354617693079,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
21879,"1-9PZN-6","CA","Los Angeles","5500 SOUTH ST","LAKEWOOD",33.86026,-118.124983,"Los Angeles-Long Beach-Santa Ana CA","Fuel","N","Y","N","N","URBAN","E",0,0,90713,NA,NA,0,1,4480,7.62618850092466,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
70293,"1-3I2K-4262","TX","Bastrop","1273 HWY 71 W","BASTROP",30.11312,-97.41704,"Austin-Round Rock TX","Fuel","Y","N","N","Y","URBAN","E",0,0,78602,NA,NA,0,0,640,26.4863443654909,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",1,1
61889,"1-2CAI5IZ","CA","Ventura","190 W ESPLANADE DR","OXNARD",34.23306,-119.1783,"Oxnard-Thousand Oaks-Ventura CA","Fuel","Y","Y","N","Y","URBAN","O",0,0,93036,NA,NA,0,1,8735,13.7109564838348,"(-1e-06,1]","(15,140]","(15,140]","(5,Inf]","(8,Inf]",0,0
29116,"1-I0088K","PA","Lehigh","4900 HAMILTON BLVD","ALLENTOWN",40.566684,-75.552765,"Allentown-Bethlehem-Easton PA-NJ","Fuel","Y","Y","N","Y","URBAN","O",0,0,18106,NA,NA,0,0,240,7.27258859331997,"(1,5]","(15,140]","(15,140]","(5,Inf]","(8,Inf]",0,0
61875,"1-2C1GRHV","AL","Montgomery","2718 ZELDA RD","MONTGOMERY",32.36331,-86.26652,"Montgomery AL","Fuel","N","N","N","N","URBAN","O",0,1,36106,NA,NA,0,0,5240,15.9786987762422,"(-1e-06,1]","(140,Inf]","(15,140]","(-0.0001,0]","(-0.0001,0]",0,0
17087,"1-8CME-1","GA","Forsyth","1620 BUFORD DAM RD","CUMMING",34.18466,-84.106804,"Atlanta-Sandy Springs-Marietta GA","Fuel","Y","Y","N","N","URBAN","O",0,1,30041,NA,NA,1,0,520,8.82361657013136,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
66949,"1-3GSIPVI","MD","Montgomery","5001 BRADLEY BLVD","CHEVY CHASE",38.97793,-77.09992,"Washington-Arlington-Alexandria DC-VA-MD","Fuel","N","N","N","N","URBAN","O",0,1,20815,NA,NA,0,0,8840,20.7677398087148,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",1,1
49391,"1-1A6OCG1","NC","Johnston","2103 S BRIGHTLEAF BLVD","SMITHFIELD",35.48569,-78.36305,"Raleigh-Cary NC","BOTH","Y","Y","N","Y","URBAN","O",0,1,27577,NA,NA,1,0,6640,5.57613062884669,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
22822,"1-A2G1-16","TX","Liberty","7556 FM 1960","DAYTON",30.045781,-94.993914,"Houston-Sugar Land-Baytown TX","Fuel","Y","N","N","N","URBAN","O",0,1,77535,NA,NA,0,0,3360,9.63566835955847,"(1,5]","(15,140]","(15,140]","(0,5]","(0,8]",1,1
45326,"1-118VG9V","MS","Rankin","3129 GREENFIELD RD","PEARL",32.26248,-90.04431,"Jackson MS","Fuel","Y","N","N","N","URBAN","O",0,1,39208,NA,NA,1,0,3560,2.49297844445275,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
56149,"1-1CC0MG3","OK","Jackson","1420 W BRDWAY ST","ALTUS",34.63767,-99.35106,"RURAL","BOTH","Y","N","N","Y","RURAL","O",0,0,73521,NA,NA,1,0,0,2.9001869384897,"(-1e-06,1]","(0,15]","(0,15]","(0,5]","(8,Inf]",0,0
44660,"1-ZWO0ST","FL","Marion","1820 SE 18TH AVE STE 3","OCALA",29.16839,-82.11398,"Ocala FL","Fuel","N","N","N","N","URBAN","O",0,1,34471,NA,NA,0,1,5790,5.18294370989214,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
70846,"1-3I2O-1291","NJ","Union","556 WESTFIELD AVE","ELIZABETH",40.66572,-74.23345,"New York-Northern New Jersey-Long Island","BOTH","Y","Y","N","N","URBAN","E",0,1,7208,NA,NA,0,0,5640,3.04313365885825,"(1,5]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
40349,"1-SXIGAG","PA","Northampton","701 MAIN ST","HELLERTOWN",40.57983,-75.34086,"Allentown-Bethlehem-Easton PA-NJ","Fuel","Y","N","N","N","URBAN","O",0,0,18055,NA,NA,0,0,240,14.0090509738569,"(1,5]","(15,140]","(15,140]","(5,Inf]","(8,Inf]",0,0
71261,"1-3I2S-167","TX","Liberty","1413 HWY 90","LIBERTY",30.05661,-94.80319,"Houston-Sugar Land-Baytown TX","Fuel","Y","N","N","N","URBAN","E",0,1,77575,NA,NA,1,0,3360,5.15840749290217,"(-1e-06,1]","(15,140]","(15,140]","(0,5]","(0,8]",1,1
14800,"1-6SI0-1","TX","Travis","20520 FM 1431","LEANDER",30.473,-97.973596,"Austin-Round Rock TX","Fuel","N","Y","N","N","URBAN","E",0,1,78645,NA,NA,0,0,640,19.02021728016,"(-1e-06,1]","(140,Inf]","(15,140]","(-0.0001,0]","(-0.0001,0]",1,1
34171,"1-JPQQ7E","NJ","Bergen","345 E MIDLAND AVE","PARAMUS",40.943238,-74.043505,"New York-Northern New Jersey-Long Island","Fuel","Y","Y","N","N","URBAN","O",0,1,7652,NA,NA,0,0,875,32.66533757618,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
15768,"1-7FVG-7","CA","Stanislaus","4507 HOWARD RD","WESTLEY",37.550044,-121.202149,"Modesto CA","Fuel","Y","Y","N","Y","URBAN","O",1,1,95387,151,151,1,0,5170,20.9028228371246,"(1,5]","(15,140]","(15,140]","(0,5]","(0,8]",0,0
36511,"1-MW9SG7","FL","Hillsborough","2309 N 22ND ST","TAMPA",27.963944,-82.434724,"Tampa-St. Petersburg-Clearwater FL","Fuel","N","Y","N","N","URBAN","O",0,1,33605,NA,NA,0,1,8280,3.70454984814947,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
48163,"1-17BOI9V","SC","Beaufort","430 PARRIS ISLAND GTWY GA","BEAUFORT",32.40714,-80.73412,"RURAL","Fuel","N","N","N","N","RURAL","O",0,0,29906,NA,NA,0,0,0,7.37450205359596,"(1,5]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
37280,"1-OBRX8G","TX","El Paso","311 W PAISANO DR","EL PASO",31.754701,-106.490462,"El Paso TX","Fuel","Y","Y","N","Y","URBAN","O",0,1,79901,NA,NA,0,0,2320,9.785920685145,"(1,5]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
4691,"1-40CZ-4038","AR","White","2620 W BEEBE CAPPS EXPY","SEARCY",35.247231,-91.774924,"RURAL","Fuel","Y","Y","N","Y","RURAL","O",0,0,72143,NA,NA,0,0,0,20.9640780661989,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
58457,"1-1HNBXZE","MO","Jackson","12333 E US HWY 40","INDEPENDENCE",39.04284,-94.43418,"Kansas City MO-KS","Fuel","Y","Y","N","N","URBAN","O",0,1,64055,NA,NA,0,0,3760,11.6104844573734,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
53146,"1-1APKYVA","TX","Dallas","1607 REGAL ROW","DALLAS",32.83587,-96.87397,"Dallas-Fort Worth-Arlington TX","Fuel","N","Y","N","Y","URBAN","C",0,1,75247,NA,NA,0,0,1920,4.15596842808089,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
55492,"1-1BJ4NB0","FL","Alachua","5420 W SR 235","ALACHUA",29.84353,-82.40444,"Gainesville FL","Fuel","Y","Y","N","N","URBAN","E",0,1,32615,NA,NA,0,1,2900,23.1060931040815,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
31640,"1-IAPF8Z","MA","Hampden","227 CENTER ST","LUDLOW",42.163527,-72.483515,"Springfield MA","Fuel","Y","N","N","N","URBAN","O",0,1,1056,NA,NA,0,0,8000,8.66119532042426,"(-1e-06,1]","(15,140]","(15,140]","(0,5]","(8,Inf]",0,0
37576,"1-OTIRWQ","MA","Middlesex","80 CHELMSFORD RD","NORTH BILLERICA",42.587571,-71.306376,"Boston-Cambridge-Quincy MA-NH","Fuel","N","Y","N","N","URBAN","O",0,1,1862,NA,NA,0,0,4560,4.86991653118348,"(-1e-06,1]","(15,140]","(15,140]","(5,Inf]","(8,Inf]",0,0
42346,"1-VBU3C6","TN","Shelby","5133 PARK AVE","MEMPHIS",35.10619,-89.89064,"Memphis TN-MS-AR","Fuel","N","Y","N","N","URBAN","E",0,1,38117,NA,NA,0,0,4920,5.85469789402386,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
32336,"1-IAYPMN","LA","Saint Martin","3003 GRAND POINT HWY","BREAUX BRIDGE",30.312875,-91.832966,"Lafayette LA","Fuel","Y","Y","N","Y","URBAN","V",0,0,70517,NA,NA,0,0,3880,17.3876162456275,"(1,5]","(140,Inf]","(15,140]","(-0.0001,0]","(-0.0001,0]",0,0
9315,"1-40CL-1477","MD","Baltimore City","1200 PONCA ST","BALTIMORE",39.279484,-76.554492,"Baltimore-Towson MD","Fuel","Y","Y","N","Y","URBAN","O",0,1,21224,NA,NA,0,0,720,22.6604012056033,"(1,5]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",1,1
70905,"1-3I2O-4662","NC","Wayne","2495 US HWY 13 N","GOLDSBORO",35.40362,-77.89858,"Goldsboro NC","Fuel","N","Y","N","N","URBAN","E",0,1,27534,NA,NA,1,0,2980,4.98831946227417,"(-1e-06,1]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
72712,"1-3I2C-126","WI","Outagamie","2661 S ONEIDA ST","APPLETON",44.24006,-88.40407,"Appleton WI","BOTH","N","Y","Y","N","URBAN","E",0,0,54915,NA,NA,0,0,460,44.6317759706855,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
12779,"1-59Q8-5","CA","Alameda","42816 MISSION BLVD","FREMONT",37.539106,-121.923253,"San Francisco-Oakland-Fremont CA","Fuel","N","Y","N","N","URBAN","O",0,1,94539,NA,NA,1,0,5775,3.27690265491689,"(5,Inf]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
8673,"1-40CI-2722","TX","Hunt","445 STATE HWY 34 S","QUINLAN",32.906557,-96.128007,"Dallas-Fort Worth-Arlington TX","Fuel","N","Y","N","N","URBAN","O",0,1,75474,NA,NA,0,0,1920,33.9514384064682,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",1,1
52602,"1-1APJPVT","CA","Orange","3901 E RIVERDALE AVE","ANAHEIM",33.84699,-117.8358,"Los Angeles-Long Beach-Santa Ana CA","Fuel","Y","Y","N","Y","URBAN","C",0,1,92807,NA,NA,0,1,5945,3.45932344091763,"(1,5]","(15,140]","(15,140]","(0,5]","(8,Inf]",0,0
29719,"1-I17GLF","FL","Brevard","8090 US HWY 1","SEBASTIAN",27.881067,-80.501786,"Palm Bay-Melbourne-Titusville FL","Fuel","N","Y","N","N","URBAN","O",0,1,32976,NA,NA,0,1,4900,18.3482237402643,"(1,5]","(140,Inf]","(15,140]","(-0.0001,0]","(-0.0001,0]",1,1
14655,"1-6HES-26","IL","Cook","1950 PLUM GROVE RD","ROLLING MEADOWS",42.089422,-88.043715,"Chicago-Naperville-Joliet IL-IN-WI","Fuel","N","N","N","N","URBAN","O",0,1,60008,NA,NA,0,0,1600,31.9164379596119,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
38847,"1-QD27GV","TX","Nolan","1101 E BRDWAY ST","SWEETWATER",32.475235,-100.397673,"RURAL","Fuel","Y","Y","N","N","RURAL","V",0,0,79556,NA,NA,0,0,0,13.6370216055401,"(-1e-06,1]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
45000,"1-10LPI5C","WI","Washington","128 N W 21760 HOLY H","GERMANTOWN",43.21916,-88.11149,"Milwaukee-Waukesha-West Allis WI","Fuel","Y","Y","N","N","URBAN","E",0,0,53022,NA,NA,0,0,5080,21.3977520771435,"(1,5]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
59414,"1-1JEW278","UT","Salt Lake","5448 W DAYBREAK PKWY","SOUTH JORDAN",40.53795,-112.0194,"","Fuel","Y","Y","N","N","URBAN","O",0,1,84009,NA,NA,0,0,7160,7.55456622336336,"(-1e-06,1]","(15,140]","(15,140]","(0,5]","(0,8]",0,0
24396,"1-AMFR-609","TX","El Paso","4140 N MESA ST","EL PASO",31.792184,-106.508013,"El Paso TX","Fuel","Y","Y","N","N","URBAN","O",0,1,79902,NA,NA,0,0,2320,10.632423810919,"(1,5]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
26343,"1-BKME-30","CO","Denver","4351 S TAMARAC PKWY","DENVER",39.637681,-104.894524,"Denver-Aurora-Broomfield CO","Fuel","N","N","N","N","URBAN","O",0,1,80237,NA,NA,0,0,2080,5.91381000974325,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
39992,"1-SFUHQK","CT","Hartford","476 FENN RD","NEWINGTON",41.711418,-72.745771,"Hartford-West Hartford-East Hartford CT","Fuel","N","N","N","N","URBAN","O",0,1,6111,NA,NA,0,0,3280,5.12970091946211,"(-1e-06,1]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
61598,"1-29RBWE5","GA","Gwinnett","1350 BOGGS RD","DULUTH",33.94955,-84.09078,"Atlanta-Sandy Springs-Marietta GA","Fuel","Y","Y","N","N","URBAN","E",0,1,30096,NA,NA,0,0,520,6.06171008115649,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
4063,"1-3UW3-1615","GA","Chatham","5815 WATERS AVE","SAVANNAH",32.02508,-81.094428,"Savannah GA","Fuel","N","N","N","N","URBAN","O",0,0,31404,NA,NA,0,0,7520,18.3994081406148,"(-1e-06,1]","(140,Inf]","(0,15]","(-0.0001,0]","(-0.0001,0]",0,0
15996,"1-7MR2-1","MI","Oakland","55500 GRAND RIVER AVE","NEW HUDSON",42.507399,-83.595803,"Detroit-Warren-Livonia MI","Fuel","Y","N","N","Y","URBAN","O",0,1,48165,NA,NA,0,0,2160,27.3953278813646,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
53140,"1-1APKS7A","CA","Los Angeles","6150 TELEGRAPH RD","LOS ANGELES",33.99756,-118.1459,"Los Angeles-Long Beach-Santa Ana CA","Fuel","Y","Y","N","Y","URBAN","C",0,0,90040,NA,NA,0,1,4480,4.84308430851228,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
45773,"1-12BW3VN","NC","Forsyth","67 WAUGHTOWN ST","WINSTON SALEM",36.07943,-80.23859,"Winston-Salem NC","Fuel","N","N","N","N","URBAN","V",0,0,27127,NA,NA,0,0,3120,27.8487858461904,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
61559,"1-2976SQ1","VA","Hanover","10281 E PATRICK HENRY RD","ASHLAND",37.76035,-77.45512,"Richmond VA","Fuel","Y","Y","N","N","URBAN","O",0,1,23005,NA,NA,0,0,6760,23.4247844387934,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
59491,"1-1JNR4BU","NY","Westchester","690 MAIN ST","NEW ROCHELLE",40.90452,-73.78793,"New York-Northern New Jersey-Long Island","Fuel","Y","Y","N","N","URBAN","O",0,1,10801,NA,NA,0,0,5600,26.1910899576337,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
56387,"","FL","Sarasota","761 N TQAMIAMI T","NOKOMIS",27.13972,-82.45302,"Bradenton-Sarasota-Venice FL","Fuel","Y","N","N","N","URBAN","O",0,0,34275,NA,NA,0,1,7510,14.4272384568918,"(-1e-06,1]","(15,140]","(15,140]","(0,5]","(0,8]",0,0
19654,"1-8WXZ-132","KS","Shawnee","600 SE QUINCY ST","TOPEKA",39.051042,-95.671952,"Topeka KS","Fuel","Y","Y","N","N","URBAN","O",0,1,66603,NA,NA,0,0,8440,38.0768864644511,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
2063,"1-3UVO-4945","OH","Montgomery","2100 BRANDT PK","DAYTON",39.80336,-84.143154,"Dayton OH","Fuel","Y","N","N","N","URBAN","O",0,1,45404,NA,NA,0,0,2000,31.5766746937073,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
23827,"1-ADNV-1","TN","Dickson","2286 HWY 47 N","WHITE BLUFF",36.126309,-87.227575,"Nashville-Davidson--Murfreesboro--Frankl","Fuel","N","N","N","N","URBAN","O",0,0,37187,NA,NA,0,0,5360,29.2438083874206,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",1,1
18171,"1-8WXK-407","IL","Lake","2101 LEWIS AVE","ZION",42.457126,-87.854596,"Chicago-Naperville-Joliet IL-IN-WI","Fuel","Y","Y","N","N","URBAN","O",0,0,60099,NA,NA,0,0,1600,46.8995925210791,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
