"X","site_row_id","STATE","county","ADDRESS","CITY","ycoord","xcoord","SITE_DESCRIPTION","service_or_fuel","diesel","twentyfour_hour_flag","car_wash","truckstop_flag","description","PUMP_TECH","POC","HIFCA","ZIPnew","POCAGE","POCGAP","ZIPPOC","HFG","MSA","dist.to.poc","cate.poc.density","cate.poc.age","cate.poc.age.20","cate.poc.intensity","cate.poc.intensity.tot","MSA_POC","MSA_POC.1"
47721,"1-175Z0SM","OK","Carter","107 S COMMERCE ST","ARDMORE",34.17182,-97.14364,"RURAL","Fuel","N","N","N","N","RURAL","O",0,0,73401,NA,NA,1,0,0,0.632593022625007,"(-1e-06,1]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
19924,"1-8WXZ-1","MI","Wayne","27380 CHERRY HILL RD","DEARBORN HEIGHTS",42.311712,-83.310359,"Detroit-Warren-Livonia MI","Fuel","Y","Y","N","N","URBAN","O",0,1,48127,NA,NA,0,0,2160,14.9423819593982,"(1,5]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
19730,"1-8WXZ-549","KY","Grant","105 SPEARS LN","CRITTENDEN",38.786532,-84.604321,"Cincinnati-Middletown OH-KY-IN","Fuel","Y","N","N","Y","URBAN","O",0,0,41030,NA,NA,0,0,1640,11.5106856573774,"(-1e-06,1]","(15,140]","(15,140]","(0,5]","(8,Inf]",0,0
7168,"1-40CU-1899","NY","Queens","4013 ASTORIA BLVD","ASTORIA",40.769415,-73.910101,"New York-Northern New Jersey-Long Island","BOTH","N","Y","Y","N","URBAN","O",0,1,11105,NA,NA,0,0,5600,12.1287709856897,"(-1e-06,1]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
22071,"1-9TXW-3","VA","Carroll","315 S MAIN ST","HILLSVILLE",36.758371,-80.733647,"RURAL","Fuel","Y","N","N","N","RURAL","O",0,1,24343,NA,NA,0,0,0,25.2635080666746,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
3176,"1-3UVI-1348","TX","Hunt","715 JOE RAMSEY BLVD","GREENVILLE",33.112273,-96.091113,"Dallas-Fort Worth-Arlington TX","Fuel","Y","Y","N","N","URBAN","V",0,1,75402,NA,NA,0,0,1920,40.3682162483092,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",1,1
65161,"1-2ZMCTP1","NV","Clark","5075 E WASHINGTON AVE","LAS VEGAS",36.18139,-115.0629,"Las Vegas-Paradise NV","Fuel","N","Y","N","N","URBAN","O",0,1,89110,NA,NA,1,1,4120,2.44165296001719,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
69555,"","OH","Hamilton","9738 PRINCETON RD","CINCINNATI",39.10416,-84.53599,"Cincinnati-Middletown OH-KY-IN","BOTH","Y","N","N","N","URBAN","O",0,1,45201,NA,NA,0,0,1640,9.06408898327688,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
1091,"1-3UVC-1969","FL","Pinellas","10761 49TH ST N","CLEARWATER",27.869666,-82.700148,"Tampa-St. Petersburg-Clearwater FL","Fuel","Y","N","N","N","URBAN","O",1,1,33762,182,153,1,1,8280,6.7979935610255,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
8661,"1-40CI-2666","OK","Johnston","810 E MAIN ST","TISHOMINGO",34.230599,-96.66885,"RURAL","Fuel","N","Y","N","N","RURAL","O",0,0,73460,NA,NA,0,0,0,32.9903689010155,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
40816,"1-TP6Q3A","TX","Harris","9303 KATY FWY","HOUSTON",29.78378,-95.52081,"Houston-Sugar Land-Baytown TX","BOTH","Y","Y","Y","N","URBAN","E",0,1,77024,NA,NA,0,1,3360,1.07199740833549,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
71412,"1-3I2K-3891","TX","McLennan","1020 S 5TH ST","WACO",31.54935,-97.12305,"Waco TX","Fuel","Y","Y","N","N","URBAN","E",0,0,76706,NA,NA,1,0,8800,1.63416352814731,"(1,5]","(0,15]","(0,15]","(0,5]","(8,Inf]",0,0
24928,"1-ARP6-1","TX","Dallas","401 E WINTERGREEN RD","HUTCHINS",32.639319,-96.703741,"Dallas-Fort Worth-Arlington TX","Fuel","Y","Y","N","Y","URBAN","O",0,1,75141,NA,NA,0,0,1920,8.53800161396282,"(5,Inf]","(0,15]","(0,15]","(0,5]","(0,8]",1,1
23465,"1-AA3C-1","MA","Middlesex","21 S MAIN ST","SHERBORN",42.239865,-71.369488,"Boston-Cambridge-Quincy MA-NH","BOTH","N","N","N","N","URBAN","O",0,1,1770,NA,NA,0,0,1120,43.8603574574165,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
4761,"1-40D9-649","IL","Kane","619 S BRDWAY","AURORA",41.745426,-88.324807,"Chicago-Naperville-Joliet IL-IN-WI","Fuel","N","N","N","N","URBAN","O",0,0,60505,NA,NA,0,0,1600,27.3319737110072,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
54267,"1-1APNEE8","CA","Alameda","2996 TELEGRAPH AVE","BERKELEY",37.85624,-122.2597,"San Francisco-Oakland-Fremont CA","Fuel","N","N","N","N","URBAN","C",0,1,94705,NA,NA,0,0,5775,4.00774067304011,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
25577,"1-B6CG-25","FL","Saint Johns","SR16 AND TOMS RD","SAINT AUGUSTINE",29.956661,-81.521511,"Jacksonville FL","BOTH","Y","Y","N","Y","URBAN","O",0,0,32092,NA,NA,0,1,3600,31.0498566531553,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
9656,"1-46SN-3","SC","York","717 E LIBERTY ST","YORK",34.986566,-81.224021,"Charlotte-Gastonia-Concord NC-SC","Fuel","Y","N","N","N","URBAN","O",0,0,29745,NA,NA,0,0,1520,23.8737969528843,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
70622,"1-3I2K-4002","LA","East Baton Rouge","4718 PLANK RD","BATON ROUGE",30.49288,-91.15546,"Baton Rouge LA","Fuel","Y","Y","N","Y","URBAN","E",0,1,70805,NA,NA,0,0,760,10.4069191365885,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
59610,"1-1K21F8F","GA","Cherokee","6790 BELLS FERRY RD","WOODSTOCK",34.15426,-84.58424,"Atlanta-Sandy Springs-Marietta GA","Fuel","Y","N","N","N","URBAN","O",0,1,30189,NA,NA,0,0,520,33.8939540785519,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",1,1
18265,"1-8WXK-983","NC","Guilford","2750 N CHURCH ST","GREENSBORO",36.115356,-79.781892,"Greensboro-High Point NC","Fuel","N","Y","N","N","URBAN","O",0,1,27405,NA,NA,0,0,3120,9.88700800772903,"(-1e-06,1]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
31834,"1-IASY4Q","FL","Santa Rosa","3568 HWY 90","MILTON",30.590403,-87.175732,"Pensacola-Ferry Pass-Brent FL","Fuel","Y","Y","N","N","URBAN","O",0,1,32571,NA,NA,0,1,6080,44.1618600971032,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
30270,"1-IA7XKY","CA","Los Angeles","206 S DIAMOND BAR BLVD","DIAMOND BAR",34.021984,-117.810702,"Los Angeles-Long Beach-Santa Ana CA","BOTH","N","Y","Y","N","URBAN","O",0,0,91765,NA,NA,0,1,4480,7.30855939284981,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
47312,"1-15Z6AOX","TX","Travis","6607 CIRCLE SOUTH RO","AUSTIN",30.20405,-97.79647,"Austin-Round Rock TX","Fuel","Y","Y","N","Y","URBAN","E",0,1,78745,NA,NA,0,0,640,6.10595376206574,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
54489,"1-1APO9KN","CA","Monterey","310 RESERVATION RD","MARINA",36.68406,-121.7923,"Salinas CA","BOTH","N","N","Y","N","URBAN","C",0,1,93933,NA,NA,0,0,7120,14.8798078808117,"(-1e-06,1]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
52347,"1-1APIVJX","CA","Sacramento","955 SIMMERHORN RD","GALT",38.26253,-121.2974,"Sacramento--Arden-Arcade--Roseville CA","BOTH","Y","Y","Y","Y","URBAN","C",0,1,95632,NA,NA,0,0,6920,18.081285027553,"(1,5]","(140,Inf]","(0,15]","(-0.0001,0]","(-0.0001,0]",0,0
38597,"1-PYRBUZ","TX","Jones","1702 COMMERCIAL AVE","ANSON",32.750694,-99.896886,"RURAL","Fuel","Y","Y","N","Y","RURAL","V",0,0,79501,NA,NA,0,0,0,26.0050012887939,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
46468,"1-1425GIT","FL","Seminole","495 S PEARL LAKE CSWY","ALTAMONTE SPRINGS",28.65548,-81.42732,"Orlando-Kissimmee FL","Fuel","N","N","N","N","URBAN","O",0,1,32714,NA,NA,0,1,5960,10.1031416929428,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
27177,"1-BZCS-6","MI","Wayne","13550 TELEGRAPH RD","REDFORD",42.383855,-83.27581,"Detroit-Warren-Livonia MI","Fuel","Y","Y","N","Y","URBAN","O",0,1,48239,NA,NA,0,0,2160,6.60652745101686,"(1,5]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
37848,"1-PDAOUU","GA","Whitfield","3000 CLEVELAND HWY","DALTON",34.844769,-84.943158,"RURAL","Fuel","N","Y","N","N","RURAL","O",0,0,30721,NA,NA,0,0,0,32.3529441937131,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
16714,"1-83NE-2","FL","Broward","MILE MARKER # 64","POMPANO BEACH",26.280054,-80.11625,"Miami-Fort Lauderdale-Pompano Beach FL","Fuel","N","Y","N","N","URBAN","O",0,1,33064,NA,NA,0,1,2680,30.8708945095957,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
23103,"1-A4ZP-1","TX","Harris","4110 AIRPORT BLVD","HOUSTON",29.645767,-95.363081,"Houston-Sugar Land-Baytown TX","Fuel","N","N","N","N","URBAN","V",0,1,77047,NA,NA,1,1,3360,1.46490680909003,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
8385,"1-40CB-4457","FL","Seminole","4279 ALAFAYA TRL","OVIEDO",28.612661,-81.207733,"Orlando-Kissimmee FL","Fuel","Y","N","N","Y","URBAN","O",0,1,32765,NA,NA,0,1,5960,9.9975124383352,"(1,5]","(15,140]","(0,15]","(0,5]","(0,8]",1,1
349,"1-3UVQ-2489","TN","Hardeman","913 W MARKET ST","BOLIVAR",35.256483,-89.000477,"RURAL","Fuel","Y","N","N","N","RURAL","O",0,0,38008,NA,NA,0,0,0,46.9823116511127,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
31151,"1-IAISSS","GA","Fulton","5630 FULTON INDUSTRIAL BLVD SW","ATLANTA",33.731746,-84.569284,"Atlanta-Sandy Springs-Marietta GA","Fuel","Y","Y","N","N","URBAN","O",0,1,30336,NA,NA,0,1,520,15.1663854026233,"(1,5]","(140,Inf]","(0,15]","(-0.0001,0]","(-0.0001,0]",1,1
1954,"1-3UVO-4231","MI","Wayne","19350 ECORSE RD","ALLEN PARK",42.256414,-83.230581,"Detroit-Warren-Livonia MI","Fuel","Y","Y","N","N","URBAN","O",0,1,48101,NA,NA,0,0,2160,17.2774833765378,"(1,5]","(140,Inf]","(15,140]","(-0.0001,0]","(-0.0001,0]",0,0
41823,"1-UOSLZ0","CA","Riverside","14501 VERBENA ST","DESERT HOT SPRINGS",33.95602,-116.5049,"Riverside-San Bernardino-Ontario CA","Fuel","N","N","N","N","URBAN","O",0,1,92240,NA,NA,0,1,6780,14.8365091946482,"(1,5]","(15,140]","(15,140]","(0,5]","(0,8]",0,0
2393,"1-3UW9-3257","TX","Bexar","1603 GOLIAD RD","SAN ANTONIO",29.370646,-98.444899,"San Antonio TX","BOTH","Y","N","N","N","URBAN","V",0,1,78223,NA,NA,3,0,7240,1.7604006813809,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
7851,"1-40CB-1058","CA","Los Angeles","675 N LAKE AVE","PASADENA",34.157441,-118.132538,"Los Angeles-Long Beach-Santa Ana CA","Fuel","Y","Y","N","Y","URBAN","O",0,0,91101,NA,NA,0,1,4480,9.64668854651695,"(5,Inf]","(0,15]","(0,15]","(0,5]","(0,8]",1,1
70648,"1-3I2O-999","TX","Fort Bend","16760 SOUTHWEST FWY","SUGAR LAND",29.59133,-95.63555,"Houston-Sugar Land-Baytown TX","BOTH","N","Y","Y","N","URBAN","E",0,1,77479,NA,NA,1,0,3360,4.07534988997344,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
53759,"1-1APMG0B","TX","Travis","6903 BRODIE LN","AUSTIN",30.21447,-97.82985,"Austin-Round Rock TX","BOTH","N","Y","Y","N","URBAN","C",0,1,78745,NA,NA,0,0,640,9.18174063092018,"(5,Inf]","(15,140]","(0,15]","(5,Inf]","(8,Inf]",1,1
5432,"1-40C8-2070","OK","Tulsa","1444 N MINGO RD","TULSA",36.17615,-95.86875,"Tulsa OK","Fuel","Y","Y","N","Y","URBAN","O",0,1,74116,NA,NA,0,0,8560,6.50462005723278,"(1,5]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
61503,"1-28Z7VS6","TX","Harris","14191 FAYRIDGE DR","HOUSTON",29.62232,-95.33156,"Houston-Sugar Land-Baytown TX","Fuel","Y","Y","N","N","URBAN","V",0,1,77048,NA,NA,0,1,3360,2.68795078101704,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
43648,"1-XYMASG","NJ","Bergen","151 W FORT LEE RD","BOGOTA",40.87707,-74.03345,"New York-Northern New Jersey-Long Island","Fuel","Y","N","N","Y","URBAN","O",0,1,7603,NA,NA,0,0,875,26.529501610368,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
23559,"1-ABOY-7","MD","Anne Arundel","2739 ANNAPOLIS RD","HANOVER",39.137027,-76.750371,"Baltimore-Towson MD","Fuel","Y","Y","N","N","URBAN","O",0,1,21076,NA,NA,0,0,720,4.88439905328561,"(1,5]","(15,140]","(15,140]","(5,Inf]","(8,Inf]",1,1
8008,"1-40CB-1758","CA","Santa Clara","3295 S WHITE RD","SAN JOSE",37.314905,-121.79228,"San Jose-Sunnyvale-Santa Clara CA","BOTH","N","Y","Y","N","URBAN","O",0,1,95148,NA,NA,0,0,7400,6.63933320800207,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
57329,"1-1F1OQSZ","TX","McLennan","200 S NEW RD","WACO",31.52062,-97.16767,"Waco TX","Fuel","Y","N","N","N","URBAN","O",0,0,76710,NA,NA,1,0,8800,3.04157325549464,"(1,5]","(0,15]","(0,15]","(0,5]","(8,Inf]",0,0
28279,"1-C9KC-2","PA","Montgomery","424 YORK RD","WILLOW GROVE",40.148842,-75.115179,"Philadelphia-Camden-Wilmington PA-NJ-DE-","Fuel","N","N","N","N","URBAN","O",0,0,19090,NA,NA,0,0,6160,4.40304893726251,"(1,5]","(15,140]","(15,140]","(0,5]","(8,Inf]",0,0
17475,"1-8FHI-3","FL","Hillsborough","13164 N FLORIDA AVE","TAMPA",28.067363,-82.459416,"Tampa-St. Petersburg-Clearwater FL","Fuel","N","N","N","N","URBAN","E",0,1,33612,NA,NA,0,1,8280,0.225824759817646,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
5273,"1-40D9-3646","TX","Cooke","1200 S GRAND AVE","GAINESVILLE",33.613553,-97.133339,"RURAL","Fuel","N","N","N","N","RURAL","O",0,0,76240,NA,NA,0,0,0,39.7526530480588,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
61749,"1-2AH7KT4","TX","Lamar","3215 N MAIN ST","PARIS",33.69356,-95.55448,"RURAL","BOTH","Y","Y","N","Y","RURAL","O",0,0,75460,NA,NA,1,0,0,0.692238049885345,"(-1e-06,1]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
69636,"","OH","Montgomery","2217 S EDWIN C MOSES BLVD","DAYTON",39.73248,-84.20824,"Dayton OH","BOTH","Y","N","N","N","URBAN","O",0,1,45417,NA,NA,0,0,2000,22.1748122269007,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
25804,"1-B9HA-19","MA","Middlesex","358 GREAT RD","BEDFORD",42.484592,-71.260026,"Boston-Cambridge-Quincy MA-NH","Fuel","N","Y","N","N","URBAN","O",0,1,1730,NA,NA,0,0,1120,16.8072790152162,"(-1e-06,1]","(140,Inf]","(15,140]","(-0.0001,0]","(-0.0001,0]",0,0
28485,"1-CBMK-449","IA","Polk","3348 8TH ST SW","ALTOONA",41.644017,-93.502365,"Des Moines-West Des Moines IA","Fuel","N","Y","N","N","URBAN","O",0,1,50009,NA,NA,0,0,2120,42.0044838814209,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
45002,"1-10LQ12E","TX","Colorado","7849 HWY 71","GARWOOD",29.44491,-96.40079,"RURAL","Fuel","Y","Y","N","N","RURAL","V",0,0,77442,NA,NA,0,0,0,31.7810788535303,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
49042,"1-19ODCOZ","MA","Hampden","1031 CHICOPEE ST","CHICOPEE",42.19215,-72.60033,"Springfield MA","Fuel","N","Y","N","N","URBAN","O",0,1,1013,NA,NA,0,0,8000,2.27693956314394,"(-1e-06,1]","(15,140]","(15,140]","(0,5]","(8,Inf]",0,0
69707,"","NM","Luna","1695 SILVER CITY HWY NE","DEMING",32.24256,-107.738,"RURAL","BOTH","Y","N","N","N","RURAL","O",0,1,88030,NA,NA,1,0,0,4.01121541998849,"(-1e-06,1]","(0,15]","(0,15]","(0,5]","(8,Inf]",0,0
52249,"1-1APIOU8","FL","Marion","3630 W SILVER SPRINGS BLVD","OCALA",29.18626,-82.1834,"Ocala FL","Fuel","Y","Y","N","Y","URBAN","C",0,1,34475,NA,NA,0,1,5790,9.7003713393717,"(1,5]","(15,140]","(0,15]","(5,Inf]","(8,Inf]",0,0
67557,"1-3KN3V2F","TN","Dickson","474 HWY 46 S","DICKSON",36.06267,-87.37714,"Nashville-Davidson--Murfreesboro--Frankl","Fuel","Y","Y","N","Y","URBAN","O",0,0,37055,NA,NA,0,0,5360,44.3408303656537,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",1,1
47778,"1-1790SA3","FL","Hillsborough","2704 E COLLEGE AVE","RUSKIN",27.71317,-82.39702,"Tampa-St. Petersburg-Clearwater FL","Fuel","N","N","N","N","URBAN","O",0,1,33570,NA,NA,0,1,8280,11.7056186698024,"(1,5]","(15,140]","(15,140]","(5,Inf]","(8,Inf]",1,1
18088,"1-8UZA-1","FL","Orange","2400 ALOMA AVE","WINTER PARK",28.601185,-81.321006,"Orlando-Kissimmee FL","Fuel","Y","N","N","N","URBAN","O",0,1,32792,NA,NA,1,1,5960,1.15979824081414,"(5,Inf]","(0,15]","(0,15]","(0,5]","(8,Inf]",1,1
48638,"1-18Q4D82","TX","Jefferson","2357 HWY 69 N","NEDERLAND",29.96986,-94.02257,"Beaumont-Port Arthur TX","BOTH","Y","Y","Y","Y","URBAN","O",0,1,77627,NA,NA,2,0,840,2.2084545588717,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
53722,"1-1APMD8B","TX","Nacogdoches","4919 NW STALLINGS DR","NACOGDOCHES",31.64957,-94.68127,"RURAL","Fuel","Y","Y","N","Y","RURAL","C",0,0,75964,NA,NA,1,0,0,6.02041655413262,"(-1e-06,1]","(15,140]","(15,140]","(5,Inf]","(8,Inf]",0,0
51586,"1-1APGW21","CA","Fresno","1350 FRESNO ST","FRESNO",36.7315,-119.7984,"Fresno CA","Fuel","Y","Y","N","Y","URBAN","C",0,1,93706,NA,NA,0,0,2840,4.12275385989254,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
11996,"1-53ZY-1436","CA","Kern","4101 CALLOWAY DR","BAKERSFIELD",35.39764,-119.110054,"Bakersfield CA","Fuel","N","Y","N","N","URBAN","O",0,1,93312,NA,NA,0,0,680,7.64432236590002,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
2842,"1-3UVI-122","OK","Tulsa","6909 S SHERIDAN RD","TULSA",36.063048,-95.904244,"Tulsa OK","Fuel","Y","N","N","N","URBAN","V",0,1,74133,NA,NA,1,0,8560,4.79666418375918,"(1,5]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
70662,"1-3I2K-4102","TX","Denton","460 E ROUND GROVE RD","LEWISVILLE",33.00461,-96.97945,"Dallas-Fort Worth-Arlington TX","BOTH","Y","Y","Y","Y","URBAN","E",0,1,75067,NA,NA,0,0,1920,6.20008735978015,"(5,Inf]","(0,15]","(0,15]","(0,5]","(8,Inf]",1,1
17294,"1-8F5K-284","IN","Clark","305 E LEWIS AND CLARK PKWY","CLARKSVILLE",38.309533,-85.770252,"Louisville/Jefferson County KY-IN","Fuel","N","Y","N","N","URBAN","O",0,0,47129,NA,NA,0,0,4520,9.01532440250464,"(1,5]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
18714,"1-8WXQ-936","FL","Collier","4704 GOLDEN GATE PKWY","NAPLES",26.183292,-81.702277,"Naples-Marco Island FL","Fuel","Y","Y","Y","Y","URBAN","O",1,0,34116,225,225,2,1,5345,1.55651559365937,"(1,5]","(15,140]","(15,140]","(0,5]","(0,8]",0,0
32738,"1-IB512O","FL","Brevard","195 PALM BAY RD NE","MELBOURNE",28.035572,-80.665992,"Palm Bay-Melbourne-Titusville FL","Fuel","Y","Y","N","N","URBAN","E",0,1,32904,NA,NA,1,1,4900,4.46434750342972,"(1,5]","(15,140]","(15,140]","(5,Inf]","(8,Inf]",1,1
70288,"1-3I2S-3667","MD","Montgomery","12918 MIDDLEBROOK RD","GERMANTOWN",39.18021,-77.2687,"Washington-Arlington-Alexandria DC-VA-MD","BOTH","Y","Y","N","N","URBAN","E",0,1,20874,NA,NA,0,0,8840,9.70373033304953,"(-1e-06,1]","(15,140]","(15,140]","(5,Inf]","(8,Inf]",1,1
14106,"1-66FL-65","IA","Marshall","808 S CENTER ST","MARSHALLTOWN",42.038941,-92.912761,"RURAL","Fuel","N","N","N","N","RURAL","O",0,1,50158,NA,NA,0,0,0,40.6400274596943,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
42036,"1-USPOSA","OK","Oklahoma","1040 W I 240 SERVICE RD","OKLAHOMA CITY",35.39083,-97.53407,"Oklahoma City OK","Fuel","N","Y","N","N","URBAN","O",0,1,73139,NA,NA,0,0,5880,15.9905056875777,"(1,5]","(140,Inf]","(15,140]","(-0.0001,0]","(-0.0001,0]",0,0
55180,"1-1B7TTXJ","CA","San Diego","2777 HEALTH CENTER DR D","SAN DIEGO",32.7929,-117.1568,"San Diego-Carlsbad-San Marcos CA","Fuel","Y","Y","N","Y","URBAN","O",0,1,92123,NA,NA,0,0,7320,12.6485008615114,"(1,5]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
19634,"1-8WXW-1943","IA","Polk","1272 8TH ST","WEST DES MOINES",41.590436,-93.713251,"Des Moines-West Des Moines IA","Fuel","N","N","N","N","URBAN","O",0,1,50265,NA,NA,0,0,2120,35.5940670837051,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
13742,"1-5U9I-2","WI","Racine","28407 N LAKE DR","WATERFORD",42.828826,-88.198596,"Racine WI","Fuel","Y","Y","N","N","URBAN","E",0,1,53185,NA,NA,0,0,6600,20.7715017045301,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
35181,"1-KYPEFX","CA","Kern","100 OSWELL ST","BAKERSFIELD",35.35753,-118.94986,"Bakersfield CA","Fuel","N","Y","N","N","URBAN","O",0,1,93307,NA,NA,0,0,680,9.28057819950502,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
32785,"1-IB5BTR","AR","Pulaski","700 E ROOSEVELT RD","LITTLE ROCK",34.723937,-92.265861,"Little Rock-North Little Rock-Conway AR","Fuel","N","N","N","N","URBAN","O",0,1,72206,NA,NA,0,0,4400,20.4930142903003,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
26623,"1-BOOM-20","MA","Essex","610 S UNION ST","LAWRENCE",42.686632,-71.152796,"Boston-Cambridge-Quincy MA-NH","Fuel","Y","N","N","N","URBAN","O",0,1,1843,NA,NA,0,0,4160,14.1579199521476,"(-1e-06,1]","(15,140]","(15,140]","(5,Inf]","(8,Inf]",0,0
11589,"1-53ZY-618","VA","Richmond City","124 S BELVIDERE ST","RICHMOND",37.543474,-77.449163,"Richmond VA","Fuel","N","Y","N","N","URBAN","O",0,0,23220,NA,NA,1,0,6760,1.8618761022635,"(1,5]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
34496,"1-K1HTL6","NY","Suffolk","402 ROSEVALE AVE","RONKONKOMA",40.823715,-73.130511,"New York-Northern New Jersey-Long Island","Fuel","N","Y","N","N","URBAN","O",0,1,11779,NA,NA,0,0,5380,43.6391547314794,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
24931,"1-ARSF-13","DC","District of Columbia","2600 14TH ST NW","WASHINGTON",38.923858,-77.032184,"Washington-Arlington-Alexandria DC-VA-MD","Fuel","N","Y","N","N","URBAN","O",0,0,20009,NA,NA,0,0,8840,28.3653918829823,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",1,1
18261,"1-8WXK-974","NC","Durham","3828 GUESS RD","DURHAM",36.059673,-78.92893,"Durham-Chapel Hill NC","Fuel","N","N","N","N","URBAN","O",0,1,27705,NA,NA,0,0,6640,24.4205953543033,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
17110,"1-8DDQ-1","CA","San Mateo","1603 BRDWAY ST","REDWOOD CITY",37.486947,-122.218939,"San Francisco-Oakland-Fremont CA","Fuel","Y","Y","N","N","URBAN","O",0,1,94063,NA,NA,0,0,7360,8.77324438490554,"(1,5]","(15,140]","(0,15]","(5,Inf]","(8,Inf]",0,0
40481,"1-T4I31R","TX","Walker","1746 SH 75N","HUNTSVILLE",30.80756,-95.51087,"RURAL","Fuel","N","N","N","N","RURAL","O",0,1,77320,NA,NA,1,0,0,9.95736522036457,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
16367,"1-7VI8-86","CO","Larimer","903 N COLLEGE AVE","FORT COLLINS",40.599025,-105.076642,"Fort Collins-Loveland CO","Fuel","N","N","N","N","URBAN","O",0,1,80524,NA,NA,1,0,2670,2.31973835666907,"(-1e-06,1]","(15,140]","(15,140]","(0,5]","(8,Inf]",0,0
